id,name,type,mode,octave,inversion,split
9118,D-6-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,6,1,train
9119,D-6-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,6,2,test
9120,D-6-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,6,3,train
9121,D-7-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,7,0,train
9122,D-7-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,7,1,train
9123,D-7-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,7,2,validation
9124,D-7-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,7,3,test
9125,E-1-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,1,0,train
9126,E-1-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,1,1,train
9127,E-1-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,1,2,train
9128,E-1-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,1,3,train
9129,E-2-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,2,0,test
9130,E-2-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,2,1,train
9131,E-2-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,2,2,train
9132,E-2-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,2,3,train
9133,E-3-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,3,0,train
9134,E-3-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,3,1,train
9135,E-3-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,3,2,train
9136,E-3-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,3,3,train
9137,E-4-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,4,0,train
9138,E-4-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,4,1,train
9139,E-4-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,4,2,train
9140,E-4-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,4,3,train
9141,E-5-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,5,0,train
9142,E-5-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,5,1,train
9143,E-5-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,5,2,train
9144,E-5-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,5,3,validation
9145,E-6-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,6,0,validation
9146,E-6-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,6,1,train
9147,E-6-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,6,2,train
9148,E-6-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,6,3,validation
9149,E-7-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,7,0,train
9150,E-7-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,7,1,train
9151,E-7-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,7,2,validation
9152,E-7-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,7,3,train
9153,Eb-1-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,1,0,test
9154,Eb-1-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,1,1,train
9155,Eb-1-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,1,2,train
9156,Eb-1-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,1,3,test
9157,Eb-2-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,2,0,train
9158,Eb-2-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,2,1,train
9159,Eb-2-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,2,2,train
9160,Eb-2-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,2,3,train
9161,Eb-3-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,3,0,test
9162,Eb-3-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,3,1,train
9163,Eb-3-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,3,2,train
9164,Eb-3-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,3,3,train
9165,Eb-4-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,4,0,train
9166,Eb-4-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,4,1,train
9167,Eb-4-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,4,2,train
9168,Eb-4-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,4,3,train
9169,Eb-5-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,5,0,train
9170,Eb-5-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,5,1,train
9171,Eb-5-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,5,2,train
9172,Eb-5-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,5,3,train
9173,Eb-6-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,6,0,validation
9174,Eb-6-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,6,1,train
9175,Eb-6-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,6,2,train
9176,Eb-6-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,6,3,train
9177,Eb-7-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,7,0,train
9178,Eb-7-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,7,1,validation
9179,Eb-7-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,7,2,train
9180,Eb-7-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,7,3,train
9181,F#-1-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,1,0,validation
9182,F#-1-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,1,1,test
9183,F#-1-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,1,2,train
9184,F#-1-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,1,3,train
9185,F#-2-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,2,0,train
9186,F#-2-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,2,1,test
9187,F#-2-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,2,2,train
9188,F#-2-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,2,3,train
9189,F#-3-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,3,0,train
9190,F#-3-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,3,1,train
9191,F#-3-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,3,2,train
9192,F#-3-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,3,3,train
9193,F#-4-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,4,0,train
9194,F#-4-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,4,1,validation
9195,F#-4-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,4,2,train
9196,F#-4-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,4,3,validation
9197,F#-5-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,5,0,train
9198,F#-5-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,5,1,train
9199,F#-5-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,5,2,train
9200,F#-5-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,5,3,train
9201,F#-6-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,6,0,train
9202,F#-6-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,6,1,train
9203,F#-6-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,6,2,validation
9204,F#-6-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,6,3,validation
9205,F#-7-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,7,0,train
9206,F#-7-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,7,1,train
9207,F#-7-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,7,2,train
9208,F#-7-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,7,3,test
9209,F-1-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,1,0,train
9210,F-1-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,1,1,train
9211,F-1-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,1,2,train
9212,F-1-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,1,3,train
9213,F-2-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,2,0,test
9214,F-2-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,2,1,test
9215,F-2-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,2,2,train
9216,F-2-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,2,3,train
9217,F-3-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,3,0,test
9218,F-3-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,3,1,train
9219,F-3-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,3,2,test
9220,F-3-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,3,3,train
9221,F-4-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,4,0,train
9222,F-4-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,4,1,train
9223,F-4-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,4,2,train
9224,F-4-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,4,3,train
9225,F-5-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,5,0,train
9226,F-5-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,5,1,train
9227,F-5-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,5,2,train
9228,F-5-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,5,3,train
9229,F-6-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,6,0,train
9230,F-6-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,6,1,test
9231,F-6-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,6,2,train
9232,F-6-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,6,3,train
9233,F-7-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,7,0,train
9234,F-7-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,7,1,train
9235,F-7-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,7,2,validation
9236,F-7-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,7,3,validation
9237,G-1-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,1,0,train
9238,G-1-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,1,1,train
9239,G-1-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,1,2,train
9240,G-1-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,1,3,train
9241,G-2-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,2,0,test
9242,G-2-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,2,1,train
9243,G-2-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,2,2,train
9244,G-2-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,2,3,train
9245,G-3-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,3,0,train
9246,G-3-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,3,1,test
9247,G-3-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,3,2,train
9248,G-3-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,3,3,train
9249,G-4-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,4,0,train
9250,G-4-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,4,1,test
9251,G-4-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,4,2,train
9252,G-4-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,4,3,train
9253,G-5-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,5,0,test
9254,G-5-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,5,1,train
9255,G-5-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,5,2,validation
9256,G-5-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,5,3,train
9257,G-6-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,6,0,validation
9258,G-6-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,6,1,train
9259,G-6-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,6,2,train
9260,G-6-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,6,3,test
9261,G-7-min7b5-arpeggio-0,arpeggio,min7b5-arpeggio,7,0,train
9262,G-7-min7b5-arpeggio-1,arpeggio,min7b5-arpeggio,7,1,train
9263,G-7-min7b5-arpeggio-2,arpeggio,min7b5-arpeggio,7,2,test
9264,G-7-min7b5-arpeggio-3,arpeggio,min7b5-arpeggio,7,3,train
9265,A-1-octave-arpeggio-0,arpeggio,octave-arpeggio,1,0,train
9266,A-2-octave-arpeggio-0,arpeggio,octave-arpeggio,2,0,train
9267,A-3-octave-arpeggio-0,arpeggio,octave-arpeggio,3,0,train
9268,A-4-octave-arpeggio-0,arpeggio,octave-arpeggio,4,0,validation
9269,A-5-octave-arpeggio-0,arpeggio,octave-arpeggio,5,0,test
9270,A-6-octave-arpeggio-0,arpeggio,octave-arpeggio,6,0,train
9271,A-7-octave-arpeggio-0,arpeggio,octave-arpeggio,7,0,train
9272,Ab-1-octave-arpeggio-0,arpeggio,octave-arpeggio,1,0,train
9273,Ab-2-octave-arpeggio-0,arpeggio,octave-arpeggio,2,0,test
9274,Ab-3-octave-arpeggio-0,arpeggio,octave-arpeggio,3,0,train
9275,Ab-4-octave-arpeggio-0,arpeggio,octave-arpeggio,4,0,train
9276,Ab-5-octave-arpeggio-0,arpeggio,octave-arpeggio,5,0,train
9277,Ab-6-octave-arpeggio-0,arpeggio,octave-arpeggio,6,0,train
9278,Ab-7-octave-arpeggio-0,arpeggio,octave-arpeggio,7,0,train
9279,B-1-octave-arpeggio-0,arpeggio,octave-arpeggio,1,0,train
9280,B-2-octave-arpeggio-0,arpeggio,octave-arpeggio,2,0,train
9281,B-3-octave-arpeggio-0,arpeggio,octave-arpeggio,3,0,train
9282,B-4-octave-arpeggio-0,arpeggio,octave-arpeggio,4,0,train
9283,B-5-octave-arpeggio-0,arpeggio,octave-arpeggio,5,0,train
9284,B-6-octave-arpeggio-0,arpeggio,octave-arpeggio,6,0,train
9285,B-7-octave-arpeggio-0,arpeggio,octave-arpeggio,7,0,train
9286,Bb-1-octave-arpeggio-0,arpeggio,octave-arpeggio,1,0,train
9287,Bb-2-octave-arpeggio-0,arpeggio,octave-arpeggio,2,0,test
9288,Bb-3-octave-arpeggio-0,arpeggio,octave-arpeggio,3,0,train
9289,Bb-4-octave-arpeggio-0,arpeggio,octave-arpeggio,4,0,test
9290,Bb-5-octave-arpeggio-0,arpeggio,octave-arpeggio,5,0,train
9291,Bb-6-octave-arpeggio-0,arpeggio,octave-arpeggio,6,0,train
9292,Bb-7-octave-arpeggio-0,arpeggio,octave-arpeggio,7,0,validation
9293,C#-1-octave-arpeggio-0,arpeggio,octave-arpeggio,1,0,train
9294,C#-2-octave-arpeggio-0,arpeggio,octave-arpeggio,2,0,train
9295,C#-3-octave-arpeggio-0,arpeggio,octave-arpeggio,3,0,train
9296,C#-4-octave-arpeggio-0,arpeggio,octave-arpeggio,4,0,train
9297,C#-5-octave-arpeggio-0,arpeggio,octave-arpeggio,5,0,train
9298,C#-6-octave-arpeggio-0,arpeggio,octave-arpeggio,6,0,train
9299,C#-7-octave-arpeggio-0,arpeggio,octave-arpeggio,7,0,train
9300,C-1-octave-arpeggio-0,arpeggio,octave-arpeggio,1,0,train
9301,C-2-octave-arpeggio-0,arpeggio,octave-arpeggio,2,0,train
9302,C-3-octave-arpeggio-0,arpeggio,octave-arpeggio,3,0,train
9303,C-4-octave-arpeggio-0,arpeggio,octave-arpeggio,4,0,test
9304,C-5-octave-arpeggio-0,arpeggio,octave-arpeggio,5,0,train
9305,C-6-octave-arpeggio-0,arpeggio,octave-arpeggio,6,0,test
9306,C-7-octave-arpeggio-0,arpeggio,octave-arpeggio,7,0,train
9307,C-8-octave-arpeggio-0,arpeggio,octave-arpeggio,8,0,train
9308,D-1-octave-arpeggio-0,arpeggio,octave-arpeggio,1,0,train
9309,D-2-octave-arpeggio-0,arpeggio,octave-arpeggio,2,0,test
9310,D-3-octave-arpeggio-0,arpeggio,octave-arpeggio,3,0,train
9311,D-4-octave-arpeggio-0,arpeggio,octave-arpeggio,4,0,validation
9312,D-5-octave-arpeggio-0,arpeggio,octave-arpeggio,5,0,train
9313,D-6-octave-arpeggio-0,arpeggio,octave-arpeggio,6,0,train
9314,D-7-octave-arpeggio-0,arpeggio,octave-arpeggio,7,0,train
9315,E-1-octave-arpeggio-0,arpeggio,octave-arpeggio,1,0,train
9316,E-2-octave-arpeggio-0,arpeggio,octave-arpeggio,2,0,train
9317,E-3-octave-arpeggio-0,arpeggio,octave-arpeggio,3,0,train
9318,E-4-octave-arpeggio-0,arpeggio,octave-arpeggio,4,0,test
9319,E-5-octave-arpeggio-0,arpeggio,octave-arpeggio,5,0,train
9320,E-6-octave-arpeggio-0,arpeggio,octave-arpeggio,6,0,train
9321,E-7-octave-arpeggio-0,arpeggio,octave-arpeggio,7,0,train
9322,Eb-1-octave-arpeggio-0,arpeggio,octave-arpeggio,1,0,validation
9323,Eb-2-octave-arpeggio-0,arpeggio,octave-arpeggio,2,0,train
9324,Eb-3-octave-arpeggio-0,arpeggio,octave-arpeggio,3,0,train
9325,Eb-4-octave-arpeggio-0,arpeggio,octave-arpeggio,4,0,train
9326,Eb-5-octave-arpeggio-0,arpeggio,octave-arpeggio,5,0,train
9327,Eb-6-octave-arpeggio-0,arpeggio,octave-arpeggio,6,0,train
9328,Eb-7-octave-arpeggio-0,arpeggio,octave-arpeggio,7,0,validation
9329,F#-1-octave-arpeggio-0,arpeggio,octave-arpeggio,1,0,train
9330,F#-2-octave-arpeggio-0,arpeggio,octave-arpeggio,2,0,train
9331,F#-3-octave-arpeggio-0,arpeggio,octave-arpeggio,3,0,train
9332,F#-4-octave-arpeggio-0,arpeggio,octave-arpeggio,4,0,train
9333,F#-5-octave-arpeggio-0,arpeggio,octave-arpeggio,5,0,train
9334,F#-6-octave-arpeggio-0,arpeggio,octave-arpeggio,6,0,train
9335,F#-7-octave-arpeggio-0,arpeggio,octave-arpeggio,7,0,train
9336,F-1-octave-arpeggio-0,arpeggio,octave-arpeggio,1,0,train
9337,F-2-octave-arpeggio-0,arpeggio,octave-arpeggio,2,0,train
9338,F-3-octave-arpeggio-0,arpeggio,octave-arpeggio,3,0,train
9339,F-4-octave-arpeggio-0,arpeggio,octave-arpeggio,4,0,train
9340,F-5-octave-arpeggio-0,arpeggio,octave-arpeggio,5,0,train
9341,F-6-octave-arpeggio-0,arpeggio,octave-arpeggio,6,0,train
9342,F-7-octave-arpeggio-0,arpeggio,octave-arpeggio,7,0,train
9343,G-1-octave-arpeggio-0,arpeggio,octave-arpeggio,1,0,train
9344,G-2-octave-arpeggio-0,arpeggio,octave-arpeggio,2,0,test
9345,G-3-octave-arpeggio-0,arpeggio,octave-arpeggio,3,0,validation
9346,G-4-octave-arpeggio-0,arpeggio,octave-arpeggio,4,0,validation
9347,G-5-octave-arpeggio-0,arpeggio,octave-arpeggio,5,0,train
9348,G-6-octave-arpeggio-0,arpeggio,octave-arpeggio,6,0,train
9349,G-7-octave-arpeggio-0,arpeggio,octave-arpeggio,7,0,train
9350,A-1-perf4-arpeggio-0,arpeggio,perf4-arpeggio,1,0,train
9351,A-1-perf4-arpeggio-1,arpeggio,perf4-arpeggio,1,1,test
9352,A-2-perf4-arpeggio-0,arpeggio,perf4-arpeggio,2,0,train
9353,A-2-perf4-arpeggio-1,arpeggio,perf4-arpeggio,2,1,train
9354,A-3-perf4-arpeggio-0,arpeggio,perf4-arpeggio,3,0,test
9355,A-3-perf4-arpeggio-1,arpeggio,perf4-arpeggio,3,1,validation
9356,A-4-perf4-arpeggio-0,arpeggio,perf4-arpeggio,4,0,validation
9357,A-4-perf4-arpeggio-1,arpeggio,perf4-arpeggio,4,1,train
9358,A-5-perf4-arpeggio-0,arpeggio,perf4-arpeggio,5,0,test
9359,A-5-perf4-arpeggio-1,arpeggio,perf4-arpeggio,5,1,train
9360,A-6-perf4-arpeggio-0,arpeggio,perf4-arpeggio,6,0,train
9361,A-6-perf4-arpeggio-1,arpeggio,perf4-arpeggio,6,1,test
9362,A-7-perf4-arpeggio-0,arpeggio,perf4-arpeggio,7,0,test
9363,A-7-perf4-arpeggio-1,arpeggio,perf4-arpeggio,7,1,train
9364,Ab-1-perf4-arpeggio-0,arpeggio,perf4-arpeggio,1,0,train
9365,Ab-1-perf4-arpeggio-1,arpeggio,perf4-arpeggio,1,1,train
9366,Ab-2-perf4-arpeggio-0,arpeggio,perf4-arpeggio,2,0,validation
9367,Ab-2-perf4-arpeggio-1,arpeggio,perf4-arpeggio,2,1,train
9368,Ab-3-perf4-arpeggio-0,arpeggio,perf4-arpeggio,3,0,train
9369,Ab-3-perf4-arpeggio-1,arpeggio,perf4-arpeggio,3,1,train
9370,Ab-4-perf4-arpeggio-0,arpeggio,perf4-arpeggio,4,0,train
9371,Ab-4-perf4-arpeggio-1,arpeggio,perf4-arpeggio,4,1,train
9372,Ab-5-perf4-arpeggio-0,arpeggio,perf4-arpeggio,5,0,train
9373,Ab-5-perf4-arpeggio-1,arpeggio,perf4-arpeggio,5,1,train
9374,Ab-6-perf4-arpeggio-0,arpeggio,perf4-arpeggio,6,0,train
9375,Ab-6-perf4-arpeggio-1,arpeggio,perf4-arpeggio,6,1,train
9376,Ab-7-perf4-arpeggio-0,arpeggio,perf4-arpeggio,7,0,train
9377,Ab-7-perf4-arpeggio-1,arpeggio,perf4-arpeggio,7,1,test
9378,B-1-perf4-arpeggio-0,arpeggio,perf4-arpeggio,1,0,train
9379,B-1-perf4-arpeggio-1,arpeggio,perf4-arpeggio,1,1,train
9380,B-2-perf4-arpeggio-0,arpeggio,perf4-arpeggio,2,0,train
9381,B-2-perf4-arpeggio-1,arpeggio,perf4-arpeggio,2,1,train
9382,B-3-perf4-arpeggio-0,arpeggio,perf4-arpeggio,3,0,train
9383,B-3-perf4-arpeggio-1,arpeggio,perf4-arpeggio,3,1,train
9384,B-4-perf4-arpeggio-0,arpeggio,perf4-arpeggio,4,0,train
9385,B-4-perf4-arpeggio-1,arpeggio,perf4-arpeggio,4,1,train
9386,B-5-perf4-arpeggio-0,arpeggio,perf4-arpeggio,5,0,train
9387,B-5-perf4-arpeggio-1,arpeggio,perf4-arpeggio,5,1,train
9388,B-6-perf4-arpeggio-0,arpeggio,perf4-arpeggio,6,0,train
9389,B-6-perf4-arpeggio-1,arpeggio,perf4-arpeggio,6,1,train
9390,B-7-perf4-arpeggio-0,arpeggio,perf4-arpeggio,7,0,train
9391,B-7-perf4-arpeggio-1,arpeggio,perf4-arpeggio,7,1,test
9392,Bb-1-perf4-arpeggio-0,arpeggio,perf4-arpeggio,1,0,test
9393,Bb-1-perf4-arpeggio-1,arpeggio,perf4-arpeggio,1,1,train
9394,Bb-2-perf4-arpeggio-0,arpeggio,perf4-arpeggio,2,0,train
9395,Bb-2-perf4-arpeggio-1,arpeggio,perf4-arpeggio,2,1,test
9396,Bb-3-perf4-arpeggio-0,arpeggio,perf4-arpeggio,3,0,train
9397,Bb-3-perf4-arpeggio-1,arpeggio,perf4-arpeggio,3,1,train
9398,Bb-4-perf4-arpeggio-0,arpeggio,perf4-arpeggio,4,0,train
9399,Bb-4-perf4-arpeggio-1,arpeggio,perf4-arpeggio,4,1,train
9400,Bb-5-perf4-arpeggio-0,arpeggio,perf4-arpeggio,5,0,train
9401,Bb-5-perf4-arpeggio-1,arpeggio,perf4-arpeggio,5,1,train
9402,Bb-6-perf4-arpeggio-0,arpeggio,perf4-arpeggio,6,0,test
9403,Bb-6-perf4-arpeggio-1,arpeggio,perf4-arpeggio,6,1,train
9404,Bb-7-perf4-arpeggio-0,arpeggio,perf4-arpeggio,7,0,train
9405,Bb-7-perf4-arpeggio-1,arpeggio,perf4-arpeggio,7,1,train
9406,C#-1-perf4-arpeggio-0,arpeggio,perf4-arpeggio,1,0,train
9407,C#-1-perf4-arpeggio-1,arpeggio,perf4-arpeggio,1,1,test
9408,C#-2-perf4-arpeggio-0,arpeggio,perf4-arpeggio,2,0,train
9409,C#-2-perf4-arpeggio-1,arpeggio,perf4-arpeggio,2,1,train
9410,C#-3-perf4-arpeggio-0,arpeggio,perf4-arpeggio,3,0,validation
9411,C#-3-perf4-arpeggio-1,arpeggio,perf4-arpeggio,3,1,train
9412,C#-4-perf4-arpeggio-0,arpeggio,perf4-arpeggio,4,0,train
9413,C#-4-perf4-arpeggio-1,arpeggio,perf4-arpeggio,4,1,train
9414,C#-5-perf4-arpeggio-0,arpeggio,perf4-arpeggio,5,0,train
9415,C#-5-perf4-arpeggio-1,arpeggio,perf4-arpeggio,5,1,train
9416,C#-6-perf4-arpeggio-0,arpeggio,perf4-arpeggio,6,0,train
9417,C#-6-perf4-arpeggio-1,arpeggio,perf4-arpeggio,6,1,train
9418,C#-7-perf4-arpeggio-0,arpeggio,perf4-arpeggio,7,0,test
9419,C#-7-perf4-arpeggio-1,arpeggio,perf4-arpeggio,7,1,train
9420,C-1-perf4-arpeggio-0,arpeggio,perf4-arpeggio,1,0,train
9421,C-1-perf4-arpeggio-1,arpeggio,perf4-arpeggio,1,1,train
9422,C-2-perf4-arpeggio-0,arpeggio,perf4-arpeggio,2,0,train
9423,C-2-perf4-arpeggio-1,arpeggio,perf4-arpeggio,2,1,train
9424,C-3-perf4-arpeggio-0,arpeggio,perf4-arpeggio,3,0,train
9425,C-3-perf4-arpeggio-1,arpeggio,perf4-arpeggio,3,1,train
9426,C-4-perf4-arpeggio-0,arpeggio,perf4-arpeggio,4,0,train
9427,C-4-perf4-arpeggio-1,arpeggio,perf4-arpeggio,4,1,train
9428,C-5-perf4-arpeggio-0,arpeggio,perf4-arpeggio,5,0,train
9429,C-5-perf4-arpeggio-1,arpeggio,perf4-arpeggio,5,1,train
9430,C-6-perf4-arpeggio-0,arpeggio,perf4-arpeggio,6,0,train
9431,C-6-perf4-arpeggio-1,arpeggio,perf4-arpeggio,6,1,train
9432,C-7-perf4-arpeggio-0,arpeggio,perf4-arpeggio,7,0,validation
9433,C-7-perf4-arpeggio-1,arpeggio,perf4-arpeggio,7,1,train
9434,C-8-perf4-arpeggio-0,arpeggio,perf4-arpeggio,8,0,validation
9435,C-8-perf4-arpeggio-1,arpeggio,perf4-arpeggio,8,1,train
9436,D-1-perf4-arpeggio-0,arpeggio,perf4-arpeggio,1,0,test
9437,D-1-perf4-arpeggio-1,arpeggio,perf4-arpeggio,1,1,validation
9438,D-2-perf4-arpeggio-0,arpeggio,perf4-arpeggio,2,0,train
9439,D-2-perf4-arpeggio-1,arpeggio,perf4-arpeggio,2,1,train
9440,D-3-perf4-arpeggio-0,arpeggio,perf4-arpeggio,3,0,validation
9441,D-3-perf4-arpeggio-1,arpeggio,perf4-arpeggio,3,1,train
9442,D-4-perf4-arpeggio-0,arpeggio,perf4-arpeggio,4,0,train
9443,D-4-perf4-arpeggio-1,arpeggio,perf4-arpeggio,4,1,train
9444,D-5-perf4-arpeggio-0,arpeggio,perf4-arpeggio,5,0,train
9445,D-5-perf4-arpeggio-1,arpeggio,perf4-arpeggio,5,1,train
9446,D-6-perf4-arpeggio-0,arpeggio,perf4-arpeggio,6,0,train
9447,D-6-perf4-arpeggio-1,arpeggio,perf4-arpeggio,6,1,train
9448,D-7-perf4-arpeggio-0,arpeggio,perf4-arpeggio,7,0,train
9449,D-7-perf4-arpeggio-1,arpeggio,perf4-arpeggio,7,1,train
